id,name,date,month,sex,party,topcategory,link
ac,Andrew Cuomo,,,2,1,,
comm,Communist,,,,,,
,,,,,,,
p445,post445,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488108743015746
rep,Republicans,,,,,,
demo,Democrats,,,,,,
va,Virginia,,,,,,
nj,New Jersey,,,,,,
,,,,,,,
p446,post446,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488447377350651
ml,Mark Lamb,,,,,,
le,Law Enforcement,,,,,,
vets,Military/Veterans,,,,,,
jf,Jay Feely,,,,,,
cong,Congress,,,,,,
ae,American Energy,,,,,,
,,,,,,,
p447,post447,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488447988115806
rep,Republicans,,,,,,
demo,Democrats,,,,,,
amer,Americans,,,,,,
nj,New Jersey,,,,,,
vir,Virginia,,,,,,
gove,Governor,,,,,,
ag,Attorney General,,,,,,
,,,,,,,
p448,post448,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488448679125333
rep,Republicans,,,,,,
demo,Democrats,,,,,,
amer,Americans,,,,,,
nj,New Jersey,,,,,,
vir,Virginia,,,,,,
ms,Mikie Sherrill,,,1,1,,
as,Abigail Spanberger,,,1,1,,
gov,Governor,,,,,,
ag,Attorney General,,,,,,
,,,,,,,
p449,post449,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488449295708606
rep,Republicans,,,,,,
demo,Democrats,,,,,,
amer,Americans,,,,,,
nj,New Jersey,,,,,,
vir,Virginia,,,,,,
,,,,,,,
p451,post451,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115491634358714159
demo,Democrats,,,,,,
rep,Republicans,,,,,,
sc,Supreme Court,,,,,,
cong,Congress,,,,,,
ds,Democrat Senators,,,,,,
,,,,,,,
p452,post452,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115491968446085363
je,Jewish person,,,,,,
zm,Zohran Mamdani,,,2,1,,
,,,,,,,
p453,post453,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115491996994152487
rep,Republicans,,,,,,
,,,,,,,
p454,post454,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115492078911838554
js,Joe Scarborough,,,2,2,,
msnbc,MSNBC,,,,,,
,,,,,,,
p455,post455,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115492285081397189
jb,Joe Biden,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p456,post456,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115492361756063244
cali,California,,,,,,
rep,Republicans,,,,,,
,,,,,,,
p457,post457,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115492832612668287
tenney,Claudia Tenney,,,1,2,,
heic,House Election Integrity Caucus,,,,,,
,,,,,,,
p458,post458,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115492840195051630
rwi,Rob Wittman,,,2,2,,
hasc,House Armed Services Committee,,,,,,
,,,,,,,
p459,post459,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115493671705492320
scotus,United States Supreme Court,,,,,,
,,,,,,,
p460,post460,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115493742592679097
repswi,Representatives of Switzerland,,,,,,
jgreer,Jamieson Greer,,,,,,
,,,,,,,
p461,post461,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115493792769655959
jc,Jack Ciattarelli,,,,,,
oj,Orthodox Jews in NJ,,,,,,
kol,Kollel students,,,,,,
yesh,Yeshiva students,,,,,,
,,,,,,,
p462,post462,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115493839582779089
sdu,Sean Duffy,,,,,,
nasa,National Aeronautics and Space Administration,,,,,,
ji,Jared Isaacman,,,2,1,,
mi,Monica Isaacman,,,1,,,
mila,Mila Isaacman,,,1,,,
liv,Liv Isaacman,,,1,,,
,,,,,,,
p463,post463,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115494928414626214
minu,60 Minutes,,,,,,
cbs,CBS,,,,,,
,,,,,,,
p464,post464,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115495015896453646
rep,Republicans,,,,,,
,,,,,,,
p465,post465,04_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115495081097004172
ussc,U.S. Supreme Court,,,,,,
,,,,,,,
p466,post466,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115497796099239673
amerp,American People,,,,,,
us,United States,,,,,,
,,,,,,,
p467,post467,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499168374068086
cs,Chuck Schumer,,,2,1,,
cong,Congress,,,,,,
,,,,,,,
p468,post468,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499172943770311
demo,Democrats,,,,,,
amer,Americans,,,,,,
fg,Federal Government,,,,,,
trav,Travelers,,,,,,
,,,,,,,
p469,post469,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499177304548955
demo,Democrats,,,,,,
cong,Congress,,,,,,
amerp,American People,,,,,,
illali,Illegal Aliens,,,,,,
,,,,,,,
p470,post470,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499184567907673
amerp,American People,,,,,,
tp,The public,,,,,,
amw,American Workers,,,,,,
,,,,,,,
p471,post471,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499196526115634
us,United States,,,,,,
mil,Military,,,,,,
,,,,,,,
p472,post472,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499222370397593
us,United States,,,,,,
amerp,American People,,,,,,
ameco,American Economy,,,,,,
,,,,,,,
p473,post473,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499313489581846
fs,Francis Suarez,,,2,2,,
cmia,Miami,,,,,,
,,,,,,,
p474,post474,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499324245510580
us,United States,,,,,,
dow,Department of War,,,,,,
,,,,,,,
p475,post475,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499354921504983
us,United States,,,,,,
cp,Christian Population,,,,,,
nga,Nigeria,,,,,,
,,,,,,,
p476,post476,05_11_25,nov,,,,https://truthsocial.com/@realDonaldTrump/posts/115499436761437618
asia,Asia,,,,,,
us,United States,,,,,,
,,,,,,,
p478,post478,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499529258415888
st,Sanae Takaichi,,,1,3,,
jp,Japan,,,,,,
,,,,,,,
p479,post479,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499540273989970
xi,President Xi,,,2,3,,
chi,China,,,,,,
,,,,,,,
p480,post480,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499595196200926
cbob,Christina Bobb,,,1,2,,
jsmi,Jack Smith,,,2,3,,
bida,Biden Administration,,,,,,
amerp,American People,,,,,,
rlde,Radical Left Democrats,,,,,,
marla,Mar-a-Lago,,,,,,
trum,Trump Movement,,,,,,
,,,,,,,
p481,post481,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499601111135687
pnav,Peter Navarro,,,1,3,,
bida,Biden Administration,,,2,1,,
demo,Democrats,,,,,,
amerp,American People,,,,,,
gap,Great American Patriots,,,,,,
,,,,,,,
p482,post482,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499609714844979
blou,Barry Loudermilk,,,2,2,,
ga,Georgia,,,,,,
,,,,,,,
p483,post483,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499615432000308
gc,Gianno Caldwell,,,2,,,
cc,City of Chicago,,,,,,
,,,,,,,
p484,post484,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499621107006705
np,Nicole Parker,,,1,,,
fbi,FBI,,,,,,
,,,,,,,
p485,post485,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499622304174991
wm,Walmart,,,,,,
jb,Joe Biden,,,2,1,,
,,,,,,,
p486,post486,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499626990484138
ngov,Nigerian Government,,,,,,
ch,Christians,,,,,,
,,,,,,,
p487,post487,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499661270945292
ob,Obamacare,,,,,,
,,,,,,,
p488,post488,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499694708692358
rep,Republicans,,,,,,
,,,,,,,
p490,post490,05_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115499724149347850
amer,American People,,,,,,
,,,,,,,
p491,post491,06_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115503140217634129
jb,Joe Biden,,,,,,
demo,Democrats,,,,,,
wm,Walmart,,,,,,
,,,,,,,
p492,post492,06_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115503780433465879
demo,Democrats,,,,,,
rep,Republicans,,,,,,
,,,,,,,
p493,post493,06_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115504973020459337
jl,Joe Lombardo,,,2,2,,
le,Law Enforcement,,,,,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
amer,American People,,,,,,
,,,,,,,
p494,Post 494,06_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115505478418176575
bn,Benjamin Netanyahu,,,2,3,,
il,Israel,,,,,,
kt,Kassym-Jomart Tokayev,,,2,3,,
kz,Kazakhstan,,,,,,
co,Countries,,,,,,
aa,Abraham Accords,,,,,,
,,,,,,,
p495,Post 495,06_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115506045885898474
us,United States,,,,,,
uz,Uzbekistan,,,,,,
sm,Shavkat Mirziyoyev,,,2,3,,
as,American Sectors,,,,,,
,,,,,,,
p496,post496,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115508680705242553
np,Nancy Pelosi,,,1,1,,
amer,Americans,,,,,,
,,,,,,,
p497,post497,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115508699750416036
rep,Republicans,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p498,post498,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115509306635941834
rep,Republicans,,,,,,
,,,,,,,
p499,post499,07_11_25,Nov.25,,,,https://truthsocial.com/@realDonaldTrump/posts/115510343852481018
doj,Department of Justice,,,,,,
afarm,American Farmers,,,,,,
atp,American Taxpayers,,,,,,
corp,Corporations,,,,,,
,,,,,,,
p500,post500,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115510485436664476
uss,United States Senate,,,,,,
rep,Republicans,,,,,,
amerw,American Workers,,,,,,
,,,,,,,
p501,post501,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115510666739916664
g20,G20,,,,,,
afrik,Afrikaners,,,,,,
southaf,South Africa,,,,,,
dutch,Dutch Settlers,,,,,,
french,French Immigrants,,,,,,
germ,German Immigrants,,,,,,
usoff,U.S. Government Official,,,,,,
cmia,Miami,,,,,,
fl,Florida,,,,,,
,,,,,,,
p502,post502,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115510780457859130
jkenn,John Kennedy,,,2,1,,
rp,Rand Paul,,,2,2,,
moc,Members of Congress,,,,,,
cong,Congress,,,,,,
,,,,,,,
p503,post503,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115511090849508843
nyt,The New York Times,,,,,,
lkuo,Lily Kuo,,,1,,,
dpi,David Pierson,,,2,,,
xi,Xi Jinping,,,2,3,,
chi,China,,,,,,
usa,United States,,,,,,
world,World,,,,,,
,,,,,,,
p504,post504,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115511314225352462
repsen,Republican Senators,,,,,,
demo,Democrats,,,,,,
us,United States,,,,,,
,,,,,,,
p505,post505,07_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115511412965888296
tok,Kassym-Jomart Tokayev,,,2,3,,
mirz,Shavkat Mirziyoyev,,,2,3,,
rahm,Emomali Rahmon,,,2,3,,
jap,Sadyr Japarov,,,2,3,,
berd,Serdar Berdimuhamedov,,,2,3,,
kaz,Kazakhstan,,,,,,
uzb,Uzbekistan,,,,,,
taj,Tajikistan,,,,,,
kyr,Kyrgyz Republic,,,,,,
turk,Turkmenistan,,,,,,
usa,United States,,,,,,
whiho,White House,,,,,,
c51,C5+1 Platform,,,,,,
